feature,flt_eval_metric_train,flt_eval_metric_valid,flt_score_to_beat,performance,helped,description
fltgrossmonthly__income_sum,0.8528865883532881,0.7481093298254787,0.7578423413266807,-0.0097330115012019,0,Total income
intopenbktype__app,0.8460336765793431,0.7518577498032697,0.7578423413266807,-0.005984591523411,0,BK Type
bankruptcystatus__ln,0.8613369109297797,0.7544491501364099,0.7578423413266807,-0.0033931911902708,0,Indicates status of most recent bankruptcy filing on file showing the subject as debtor
addrinputmatchindex__ln,0.850912535150047,0.7547019799708312,0.7578423413266807,-0.0031403613558494,0,Index indicating if the input address matches the current or historical address on file
inquiryshortterm12month__ln,0.8469408448343917,0.7549118127573382,0.7578423413266807,-0.0029305285693425,0,Indicates subject has one or more LexisNexis personal finance credit inquiries on file in the last 12 months (multiple personal finance inquiries within a 24-hour period are counted as one inquiry)
addrinputsubjectcount__ln,0.8493481043743281,0.755040195289175,0.7578423413266807,-0.0028021460375057,0,"Total number of unique subjects on file currently reported at the input address, if the address has been designated as a single family dwelling unit"
of28s__tu,0.8370522098172456,0.7551097153672888,0.7578423413266807,-0.0027326259593919,0,Total credit line of open credit union trades verified in past 12 months
linka062__tu,0.8552553115386177,0.7551238033496921,0.7578423413266807,-0.0027185379769886,0,Total amount of open (unpaid) non-sufficient funds in the last 3 months
s209a__tu,0.8525931878140711,0.7552492673108002,0.7578423413266807,-0.0025930740158804,0,Months since most recent non-medical third party collection
fltallowance__app,0.858094181239536,0.7553850361780357,0.7578423413266807,-0.002457305148645,0,Allowance 
dealerstate__app,0.8565555488799557,0.7553952096793195,0.7578423413266807,-0.0024471316473612,0,Dealer State
cv13__tu,0.8589770819596376,0.7554394308670891,0.7578423413266807,-0.0024029104595916,0,Percentage of trades ever delinquent
trv13__tu,0.8514477244492649,0.7554395069435771,0.7578423413266807,-0.0024028343831036,0,Number of revolving high credit increases YOY
linka014__tu,0.845930909295881,0.7554419483072434,0.7578423413266807,-0.0024003930194372,0,Number of unpaid checking account closures for cause in the last 5 years
s209s__tu,0.8654559953676699,0.7554604763901391,0.7578423413266807,-0.0023818649365415,0,Months since most recent third party collection
pti__app,0.8612403238121156,0.7555129069225883,0.7578423413266807,-0.0023294344040923,0,Payment to income
dti__app,0.8634714714405523,0.755597310328209,0.7578423413266807,-0.0022450309984717,0,Debt to income
intterm__app,0.8499804354013025,0.7556010588242633,0.7578423413266807,-0.0022412825024173,0,Term
rt36s__tu,0.8500099091909912,0.7556130028329087,0.7578423413266807,-0.002229338493772,0,Months since most recent retail delinquency
of35s__tu,0.8539263147139236,0.755623439143879,0.7578423413266807,-0.0022189021828017,0,Average balance of open credit union trades verified in past 12 months
linkt008__tu,0.8626599942735288,0.7556334812403196,0.7578423413266807,-0.0022088600863611,0,Number of public record bankruptcies in the last 24 months
assetproppurchasetimeoldest__ln,0.8618266426551071,0.7556645688598103,0.7578423413266807,-0.0021777724668704,0,Time (in months) since earliest recorded real property purchase based on real property ownership records on subject's file
au20s__tu,0.8636254327756288,0.7556692233576784,0.7578423413266807,-0.0021731179690023,0,Months since oldest auto trade opened
payment__app,0.8613094864440503,0.7556711114377943,0.7578423413266807,-0.0021712298888864,0,Payment
br20s__tu,0.853524916249392,0.7556806417469507,0.7578423413266807,-0.00216169957973,0,Months since oldest bank revolving trade opened
paymnt11__tu,0.8651530091206818,0.7556828133848863,0.7578423413266807,-0.0021595279417944,0,Number of payments in last 12 months
