feature,bin,min,max,count,prop,target,bin_label,coef,contribution,description
ENG-loan_to_value_binned,2.414812152561342,0.18546168401135288,0.6562609649122807,72,0.001321052438442626,0.013888888888888888,1,-0.9033636180171778,-2.181453442969663,
rtl_trd__tu_binned,0.40313799201900635,6.0,188.0,3863,0.07087813291255367,0.09526274915868496,5,-1.0151746459356765,-0.40925546831111437,Number of retail trades
balmag01__tu_binned,0.41414335911598105,0.0,123.0,4453,0.08170342372756963,0.09431843700875814,1,-0.7390544115006588,-0.30607447654836734,Non-mortgage balance magnitude algorithm over last 24 months
in21s__tu_binned,0.32807672668119947,75.0,456.0,4297,0.07884114344427727,0.10193158017221317,5,-0.6838050457256512,-0.22434052108975955,Months since most recent installment trade opened
g232s__tu_binned,0.4676511172986406,0.0,2.0,3762,0.06902498990862721,0.08984582668793195,1,-0.4105411612482869,-0.19199003275484275,Number of inquiries (includes duplicates)
fi101s__tu_binned,0.11767080431892199,0.0,62.0,3402,0.062419727716414075,0.12286890064667842,1,-1.3483283658670384,-0.15865888329759215,Total balance of all finance installment trades verified in past 12 months
ENG-bk_binned,0.11541549475170745,1.0,1.0,11786,0.2162489449928443,0.12311216697777023,2,-1.3682380986605194,-0.15791587709503935,
cv13__tu_binned,0.28522101746291345,0.0,18.0,7987,0.14654508091446186,0.10592212345060724,1,-0.5315847539007886,-0.1516191443753554,Percentage of trades ever delinquent
linka006__tu_binned,0.4117721582377963,0.0,1.0,6443,0.1182158452900811,0.09452118578302034,1,-0.3515719090263281,-0.1447675237555533,"Number of total inquiries in the last 3 years.  
These include checking, credit issuance (credit card, secured card, line of credit, revolving credit, and other credit account originations) , auto, payday, utility, and other credit (installment loan, secured loan, short-term installment loan, insurance, and other non-classified credit)"
ENG-wtd_avg_binned,0.1610239983684425,0.9239130434782609,1.0,16741,0.30716303988844446,0.11827250462935308,3,-0.8785256609025597,-0.14146371458780863,
