feature,bin,min,max,count,prop,target,bin_label,coef,contribution,description
fltgrossmonthly__income_sum_binned,-0.001665006814779252,0.0,8219.15,52355,0.9606069502036623,0.13631935822748545,1,-0.12423725001593079,0.0002068558679259585,
fi25s__tu_binned,-0.012614466108495172,0.0,0.0,44545,0.8173094565337052,0.13761364911886856,1,-0.25710816536816256,0.003243282238254059,Number of currently open and satisfactory finance installment trades 12 months or older
subjectabilityindex__ln_binned,-0.056699796233379465,1.0,1.0,23662,0.43414920553374187,0.142929591750486,1,-0.06247738497677503,0.0035424549973775477,"Modeled risk index indicating the subject's ability to fulfill a credit obligation on the basis of their time on file, post-secondary education history, asset ownership, and outstanding financial obligations on file"
au20s__tu_binned,-0.03539541297670074,0.0,80.0,35749,0.6559208836372977,0.14033958991859913,1,-0.1781232574743436,0.006304746259059589,Months since oldest auto trade opened
addrinputsubjectcount__ln_binned,-0.03643238048567751,4.0,83.0,29737,0.5456130050273384,0.1404647408951811,4,-0.24422371694690181,0.008897651379435934,"Total number of unique subjects on file currently reported at the input address, if the address has been designated as a single family dwelling unit"
s068b__tu_binned,-0.02342418049747134,2.0,28.0,35140,0.6447469817621372,0.13890153671030164,3,-0.4357717898383234,0.010207597060879035,Number of non-medical third party collections
in34s__tu_binned,-0.024347406933389316,77.0,589.0,46255,0.8486844519467176,0.13901199870284295,3,-0.42749112927225574,0.010408300484805748,Utilization for open installment trades verified in past 12 months
addrprevioustimenewest__ln_binned,-0.050218144858734985,1.0,17.0,37316,0.6846721221239588,0.14213742094543896,1,-0.3268338246467259,0.01641298835084367,Time (in months) since the subject was most recently reported at the most previous address on subject's file
s209a__tu_binned,-0.01936039985699628,0.0,27.0,47834,0.8776558658397857,0.13841618932140318,1,-0.8540409187967068,0.016534573682140733,Months since most recent non-medical third party collection
fi36s__tu_binned,-0.07891039411940916,0.0,12.0,37200,0.6825437598620234,0.14567204301075268,1,-0.2904485982213638,0.022919413357077742,Months since most recent finance installment delinquency
fi101s__tu_binned,-0.017838731397627323,4902.0,291954.0,43361,0.7955854831015375,0.13823481930767278,3,-1.3483283658670384,0.024052467554503878,Total balance of all finance installment trades verified in past 12 months
rev322__tu_binned,-0.0565531149060363,0.0,0.0,39332,0.7216615904003523,0.14291162412285163,1,-0.4389036314579112,0.024821367502515863,Min Total Open-to-Buy for Revolving accounts over the past 6 months
linka053__tu_binned,-0.05426464753574297,0.0,1093.0,29762,0.5460717037906866,0.14263154357906055,1,-0.47904655878550145,0.02599529266570581,Number of days since the first (oldest) checking account inquiry
ENG-loan_to_value_binned,-0.03162412801620596,1.1309614730878188,2.549193,46002,0.8440424204616345,0.1398852223816356,5,-0.9033636180171778,0.028568086701358214,
bc97a__tu_binned,-0.0400246151702983,0.0,40.0,42825,0.7857509816153536,0.1408990075890251,1,-0.7140541016943254,0.028579740631088424,Total open to buy of open credit cards verified in past 3 months
inquirybanking12month__ln_binned,-0.15755747327009761,1.0,1.0,24638,0.45205680525485303,0.15573504342884975,2,-0.1898864351701482,0.02991802693367475,Indicates subject has one or more LexisNexis banking credit inquiries on file in the last 12 months
all235__tu_binned,-0.06443943974331323,0.0,2.0,33090,0.6071336831675902,0.14388032638259293,1,-0.4925741867247986,0.03174120462456418,Aggregate Excess Payment for All accounts over the past 24 months
addronfilecount__ln_binned,-0.26067019085399246,16.0,42.0,4606,0.08451066015926022,0.16977854971775944,7,-0.1300609972719393,0.03390302498153701,Total number of addresses found on file in subject's address history
inquirynonshortterm12month__ln_binned,-0.13252430012140626,1.0,1.0,34649,0.6357381380499798,0.15247193281191376,2,-0.25929011583865297,0.03436224112991584,"Indicates subject has one or more LexisNexis credit inquiries on file in the last 12 months, excluding personal finance credit and collection inquiries
NOTE: This attribute indicates the subject has any LexisNexis credit inquiry on file, excluding any short-term or collection inquiries. This will include auto, banking, and telecom inquiries returned in other attributes as well as other credit-related inquiries not categorically classified in the attributes."
trv01__tu_binned,-0.06566896504753217,1.0,2.0,38186,0.7006348390884738,0.14403184413135703,1,-0.5766033928545039,0.037864948051650874,Number of months since overlimit on a bankcard
rp01s__tu_binned,-0.16773296679057412,1.0,5.0,6570,0.12054603500788962,0.15707762557077626,2,-0.24324575004697124,0.04080033131457692,Number of repossession trades
ENG-bk_binned,-0.030195784972212883,0.0,0.0,42716,0.7837510550071557,0.13971345631613447,1,-1.3682380986605194,0.04131502341794244,
miles_odometer__app_binned,-0.06394758986247129,93954.0,150780.0,4749,0.08713441708561154,0.14381975152663717,4,-0.6793309040269775,0.043441574031619,
balmag01__tu_binned,-0.0623499161753944,210.0,600.0,41776,0.7665039815052659,0.1436231328992723,3,-0.7390544115006588,0.046079980606121514,Non-mortgage balance magnitude algorithm over last 24 months
g095s__tu_binned,-0.043323779060881855,0.0,1.0,39420,0.7232762100473377,0.141298833079655,1,-1.1397201692306569,0.049376984802979855,Months since most recent public record
in21s__tu_binned,-0.07629872508888996,0.0,25.0,34421,0.6315548053282448,0.14534731704482728,1,-0.6838050457256512,0.052173453198217284,Months since most recent installment trade opened
rtl_trd__tu_binned,-0.05575439251479694,0.0,1.0,36271,0.6654985138160068,0.14281381820186925,1,-1.0151746459356765,0.05660044568056772,Number of retail trades
cv13__tu_binned,-0.11213722923335871,61.0,100.0,19799,0.36327107262118824,0.14985605333602708,7,-0.5315847539007886,0.05961044140513131,Percentage of trades ever delinquent
ENG-wtd_avg_binned,-0.06805820825036152,0.0,0.8262108262108262,34997,0.6421232248357859,0.14432665657056318,1,-0.8785256609025597,0.05979088238299289,
linka006__tu_binned,-0.17564858011501344,14.0,162.0,17334,0.3180433745550622,0.15812853351794162,7,-0.3515719090263281,0.06175310662879921,"Number of total inquiries in the last 3 years.  
These include checking, credit issuance (credit card, secured card, line of credit, revolving credit, and other credit account originations) , auto, payday, utility, and other credit (installment loan, secured loan, short-term installment loan, insurance, and other non-classified credit)"
g251c__tu_binned,-0.13146267711614493,6.0,53.0,15269,0.28015485670250634,0.15233479599187896,6,-0.5174156201880287,0.06802084261162869,Number of 60 days past due or worse items in the past 24 months (excluding medical collection items)
linkt003__tu_binned,-0.12343969680491751,1.0,7.0,13060,0.2396242339730652,0.15130168453292497,2,-0.6978039281022775,0.0861367053142256,Number of non-military non-corroborated addresses in past 12 months
g002s__tu_binned,-0.17352026599655768,1.0,37.0,20273,0.3719680011742688,0.15784541015143294,2,-0.5017999811784083,0.08707246621114505,Number of 60 days past due ratings in past 12 months
g407s__tu_binned,-0.3686314120124347,6.0,31.0,3832,0.07030934644600198,0.18554279749478078,6,-0.30279526879657015,0.11161984748716437,Number of deduped finance inquiries
inquiryshortterm12month__ln_binned,-0.32066791028284486,1.0,1.0,11502,0.2110381270412095,0.1784037558685446,2,-0.500468029917068,0.16048403731687846,Indicates subject has one or more LexisNexis personal finance credit inquiries on file in the last 12 months (multiple personal finance inquiries within a 24-hour period are counted as one inquiry)
g232s__tu_binned,-0.4708287933342431,33.0,383.0,2963,0.054364977432020845,0.20148498143773202,13,-0.4105411612482869,0.19329459956456985,Number of inquiries (includes duplicates)
cv15__tu_binned,-0.5063004605406866,6.0,35.0,3585,0.06577740266412242,0.20725244072524407,5,-0.42546242189434685,0.2154118201478637,Number of deduped auto inquiries
derogseverityindex__ln_binned,-0.4101766617029091,4.0,5.0,5039,0.09245532274044989,0.1919031553879738,3,-0.663856216334611,0.272298326666855,Index indicating severity of derogatory records on subject's file
