feature,bin,min,max,count,prop,target,bin_label,coef,contribution,description
linkf098__tu_binned,-0.00227611393820587,0.0,2.0,47275,0.9376983497302444,0.26142781597038606,1,-0.25464486158947247,0.0005796007187563028,Number of satisfactory trades
at24s__tu_binned,-0.006521216064052379,0.0,2.0,37148,0.7368295779117741,0.2622483040809734,1,-0.13085906784997872,0.0008533602553902014,Number of currently open and satisfactory trades 6 months or older
s068b__tu_binned,-0.01752179551995335,1.0,28.0,43978,0.8723024436686766,0.2643821910955478,2,-0.2550259625838249,0.004468512768673053,Number of non-medical third party collections
fi101s__tu_binned,-0.009172381533881063,35.0,291954.0,47408,0.9403364011424944,0.26276155923050964,2,-0.6062433301697441,0.005560695126687521,Total balance of all finance installment trades verified in past 12 months
bc97a__tu_binned,-0.03209403992130157,0.0,21.0,38619,0.7660068232307204,0.26722597685077293,1,-0.21321239925208554,0.006842847253312922,Total open to buy of open credit cards verified in past 3 months
s209a__tu_binned,-0.0162016299966956,0.0,26.0,43786,0.8684941288479847,0.2641255195724661,1,-0.8217691028871711,0.013313998947694423,Months since most recent non-medical third party collection
in34s__tu_binned,-0.035294530044440726,94.0,589.0,35792,0.7099333544906379,0.2678531515422441,5,-0.4267160464241636,0.015060742320962606,Utilization for open installment trades verified in past 12 months
fltgrossmonthly__income_sum_binned,-0.028644412161022703,0.0,3854.64,24213,0.4802642018406855,0.26655102630818156,1,-0.5371776142206256,0.01538713698541045,
jt20s__tu_binned,-0.0672475842870121,1.0,59.0,36467,0.7233219612821327,0.2741656840431075,1,-0.2338655529438414,0.015726893483419664,Months since oldest joint trade opened
addrprevioustimenewest__ln_binned,-0.05092675025065146,1.0,15.0,33887,0.672147730879086,0.27092985510667805,1,-0.3791102865901091,0.019306854882627383,Time (in months) since the subject was most recently reported at the most previous address on subject's file
fi25s__tu_binned,-0.03666995616831074,0.0,0.0,41246,0.8181132973659155,0.26812296950007275,1,-0.5496564905219075,0.02015587941506585,Number of currently open and satisfactory finance installment trades 12 months or older
miles_odometer__app_binned,-0.08049567210893033,97173.0,150780.0,2583,0.051233735322119965,0.2768099109562524,6,-0.2780581680489443,0.022382479122477667,
subjectabilityindex__ln_binned,-0.096652910919942,1.0,1.0,22142,0.4391859727070771,0.28005600216782583,1,-0.26439149343191154,0.025554207462664978,"Modeled risk index indicating the subject's ability to fulfill a credit obligation on the basis of their time on file, post-secondary education history, asset ownership, and outstanding financial obligations on file"
linka053__tu_binned,-0.05823048458544683,0.0,1095.0,27609,0.5476237702316725,0.2723749501973994,1,-0.5123974235936484,0.02983715027619261,Number of days since the first (oldest) checking account inquiry
fi36s__tu_binned,-0.08818002655660834,0.0,3.0,31022,0.6153205331640749,0.2783508477854426,1,-0.33954440864013247,0.029941034971034754,Months since most recent finance installment delinquency
addrinputsubjectcount__ln_binned,-0.0804031733603099,8.0,83.0,17291,0.34296651856553473,0.2767913943670117,4,-0.3815051794608065,0.030674227082043364,"Total number of unique subjects on file currently reported at the input address, if the address has been designated as a single family dwelling unit"
au20s__tu_binned,-0.10341342474636915,0.0,51.0,23559,0.4672921294827039,0.2814211129504648,1,-0.3021939583909882,0.03125091217487387,Months since oldest auto trade opened
ENG-franchise_binned,-0.041451340555185776,0.0,0.0,18033,0.3576840685496668,0.2690622747185715,1,-0.8138527140819294,0.03373528601317229,
inquirynonshortterm12month__ln_binned,-0.13628528157849995,1.0,1.0,32119,0.637079498571882,0.28811606837074627,2,-0.27870362430491435,0.03798320191534372,"Indicates subject has one or more LexisNexis credit inquiries on file in the last 12 months, excluding personal finance credit and collection inquiries
NOTE: This attribute indicates the subject has any LexisNexis credit inquiry on file, excluding any short-term or collection inquiries. This will include auto, banking, and telecom inquiries returned in other attributes as well as other credit-related inquiries not categorically classified in the attributes."
addronfilecount__ln_binned,-0.23820809053779657,16.0,42.0,4343,0.08614328784512854,0.3094635044899839,6,-0.16432416661901733,0.03914334595953085,Total number of addresses found on file in subject's address history
ENG-bk_binned,-0.05385194603797915,0.0,0.0,40264,0.7986353538559188,0.27150804689052255,1,-0.7276409904072301,0.03918488335043186,
rev322__tu_binned,-0.07008509524780503,0.0,19.0,38434,0.7623373532211997,0.2747307071863454,1,-0.5958351140056383,0.041759160717071926,Min Total Open-to-Buy for Revolving accounts over the past 6 months
inquirybanking12month__ln_binned,-0.16759601028612356,1.0,1.0,22880,0.4538241827991114,0.2945804195804196,2,-0.2696171966961495,0.04518676647080366,Indicates subject has one or more LexisNexis banking credit inquiries on file in the last 12 months
trv01__tu_binned,-0.0848390795038102,1.0,1.0,34176,0.6778800380831482,0.27768024344569286,1,-0.5616526130345033,0.04765009069075697,Number of months since overlimit on a bankcard
all235__tu_binned,-0.09663786303993868,0.0,5.0,30962,0.6141304347826086,0.28005296815451197,1,-0.5127002195260845,0.049546253595108246,Aggregate Excess Payment for All accounts over the past 24 months
in21s__tu_binned,-0.06595523537397062,0.0,32.0,35092,0.6960488733735322,0.2739085831528554,1,-0.8332494349353045,0.05495716260638602,Months since most recent installment trade opened
rp01s__tu_binned,-0.18228549327589555,1.0,5.0,6192,0.12281815296731197,0.2976421188630491,2,-0.32562023666200407,0.05935584546054726,Number of repossession trades
balmag01__tu_binned,-0.09036022165512625,257.0,600.0,32469,0.6440217391304348,0.2787889987372571,6,-0.6667043325180212,0.06024355126476139,Non-mortgage balance magnitude algorithm over last 24 months
linka006__tu_binned,-0.14793498761614982,10.0,162.0,20846,0.4134798476674072,0.29051136908759473,8,-0.4234823488347856,0.06264785603053204,"Number of total inquiries in the last 3 years.  
These include checking, credit issuance (credit card, secured card, line of credit, revolving credit, and other credit account originations) , auto, payday, utility, and other credit (installment loan, secured loan, short-term installment loan, insurance, and other non-classified credit)"
g095s__tu_binned,-0.07250565499383466,0.0,0.0,34228,0.678911456680419,0.27521327568072923,1,-0.8797668645331728,0.06378807275484989,Months since most recent public record
g251c__tu_binned,-0.07905074805697632,5.0,53.0,17590,0.34889717549984134,0.27652075042637864,5,-0.8261086920655034,0.06530451008414834,Number of 60 days past due or worse items in the past 24 months (excluding medical collection items)
ENG-wtd_avg_binned,-0.11728418399178353,0.0,0.6145092460881935,27998,0.5553395747381784,0.28423458818487035,1,-0.6502973135539645,0.07626958977222571,
rtl_trd__tu_binned,-0.10668543064205833,0.0,0.0,23252,0.46120279276420184,0.28208326165491143,1,-0.7331483412459232,0.07821624651033206,Number of retail trades
cv13__tu_binned,-0.15685645536941709,83.0,100.0,8370,0.16601872421453506,0.29235364396654717,7,-0.5264882876077162,0.08258308658766056,Percentage of trades ever delinquent
g407s__tu_binned,-0.2411829200553166,6.0,31.0,3515,0.06971993018089495,0.310099573257468,5,-0.3429624330819987,0.08271668107999257,Number of deduped finance inquiries
g002s__tu_binned,-0.1773442018965265,1.0,37.0,18762,0.3721437638844811,0.2966101694915254,2,-0.49071791958546745,0.0870259778052086,Number of 60 days past due ratings in past 12 months
linkt003__tu_binned,-0.16073869767958346,1.0,5.0,12130,0.24059822278641702,0.29315746084089034,2,-0.5884459161718701,0.09458603022033575,Number of non-military non-corroborated addresses in past 12 months
ENG-loan_to_value_binned,-0.193538887816507,2.351604,2.549193,10,0.00019834973024436686,0.3,7,-0.8799190005783134,0.17029854474053915,
g232s__tu_binned,-0.41313113986508937,32.0,383.0,2971,0.058929704855601395,0.34803096600471223,12,-0.4434954686842235,0.1832217885025153,Number of inquiries (includes duplicates)
inquiryshortterm12month__ln_binned,-0.3360796397001369,1.0,1.0,10615,0.21054823865439543,0.3307583608101743,2,-0.5597450423014078,0.188118912140595,Indicates subject has one or more LexisNexis personal finance credit inquiries on file in the last 12 months (multiple personal finance inquiries within a 24-hour period are counted as one inquiry)
cv15__tu_binned,-0.41107535090152847,6.0,35.0,3326,0.06597112027927642,0.3475646422128683,5,-0.5185249705795572,0.2131528342321962,Number of deduped auto inquiries
derogseverityindex__ln_binned,-0.4590884319192853,4.0,5.0,4736,0.09393843224373215,0.35853040540540543,3,-0.6455415335114449,0.29636065035854003,Index indicating severity of derogatory records on subject's file
