feature,flt_eval_metric_train,flt_eval_metric_valid,flt_score_to_beat,performance,helped,description
fltgrossmonthly__income_sum,0.8336645892236529,0.7409526693448449,0.7514212367461444,-0.0104685674012994,0,Total income
intopenbktype__app,0.8639678026326417,0.7464707944229184,0.7514212367461444,-0.0049504423232259,0,BK Type
pti__app,0.8464126731228778,0.7474241988049601,0.7514212367461444,-0.0039970379411842,0,Payment to income
bankruptcystatus__ln,0.856445758108682,0.7483648430851196,0.7514212367461444,-0.0030563936610247,0,Indicates status of most recent bankruptcy filing on file showing the subject as debtor
linkt004__tu,0.8368260531950471,0.7486063167746679,0.7514212367461444,-0.0028149199714764,0,Number of non-military non-corroborated addresses in last 5 years
rev122__tu,0.8433211313239068,0.7486660921462494,0.7514212367461444,-0.002755144599895,0,Number of months in the past 12 months where percentage of Revolving trades utilized less than 100% was more than 25%
addrinputmatchindex__ln,0.8653834586610015,0.7486774759552997,0.7514212367461444,-0.0027437607908447,0,Index indicating if the input address matches the current or historical address on file
linkf111__tu,0.8405856000368443,0.7487860716841638,0.7514212367461444,-0.0026351650619805,0,Number of lenders / locations with inquiries within last 6 months
bc107s__tu,0.8450292415142618,0.7487940389672901,0.7514212367461444,-0.0026271977788542,0,Number of 30 and 60 days past due ratings on credit card trades
addrpreviousdwelltype__ln,0.843411844294675,0.7488360746850353,0.7514212367461444,-0.002585162061109,0,Previous dwelling type
au31s__tu,0.8427118146490743,0.7488913407956806,0.7514212367461444,-0.0025298959504637,0,Percentage of open auto trades > 75% of credit line verified in past 12 months
at34a__tu,0.8399691520989057,0.7490031801493592,0.7514212367461444,-0.0024180565967851,0,Utilization for open trades verified in past 12 months
bc20s__tu,0.8426459167432168,0.7490157535180431,0.7514212367461444,-0.0024054832281013,0,Months since oldest credit card trade opened
assetproppurchasetimeoldest__ln,0.8401644944270213,0.7490687165859096,0.7514212367461444,-0.0023525201602347,0,Time (in months) since earliest recorded real property purchase based on real property ownership records on subject's file
co04s__tu,0.8379513869668743,0.7491681208917919,0.7514212367461444,-0.0022531158543525,0,Months since most recent charged-off trade reported
fi27s__tu,0.8437707659195588,0.7492528424354541,0.7514212367461444,-0.0021683943106902,0,Number of currently open and satisfactory finance installment trades 24 months or older
au21s__tu,0.8415577284740191,0.7492558163345377,0.7514212367461444,-0.0021654204116066,0,Months since most recent auto trade opened
rt201s__tu,0.8385001795536408,0.7492790749917897,0.7514212367461444,-0.0021421617543546,0,Highest balance of retail trades
derogseverityindex__ln,0.8331230695025693,0.7492793792977424,0.7514212367461444,-0.002141857448402,0,Index indicating severity of derogatory records on subject's file
re20s__tu,0.8454741457971662,0.7493184203682708,0.7514212367461444,-0.0021028163778735,0,Months since oldest revolving trade opened
bankruptcycount24month__ln,0.8644214799818624,0.749349950614602,0.7514212367461444,-0.0020712861315423,0,Total unique bankruptcy case filings on file showing the subject as debtor in the last 24 months
addrinputphoneservice__ln,0.8440428654978138,0.7493510156854365,0.7514212367461444,-0.0020702210607078,0,Indicates if phone service was found on file for the input address
balmag01__tu,0.8256473683552862,0.7493701039679269,0.7514212367461444,-0.0020511327782174,0,Non-mortgage balance magnitude algorithm over last 24 months
addrinputdwelltypeindex__ln,0.8458868858414217,0.7494200931367099,0.7514212367461444,-0.0020011436094344,0,Index indicating the dwelling type on file for the input address
addrinputdeedmailing__ln,0.8514844711046363,0.7494428123425001,0.7514212367461444,-0.0019784244036442,0,Indicates for the input address that the property owner's mailing address is the same as the property address for the property record on file
ENG-loan_to_value,0.8582963944393525,0.7494602891866498,0.7514212367461444,-0.0019609475594946,0,Loan to value
cv13__tu,0.8512139433149843,0.7494726412419135,0.7514212367461444,-0.0019485955042308,0,Percentage of trades ever delinquent
linka051__tu,0.8359597349233747,0.7494901388341964,0.7514212367461444,-0.001931097911948,0,Number of checking account inquiries in the last year
subjectactivityindex12month__ln,0.8571767279173227,0.7494965292592042,0.7514212367461444,-0.0019247074869401,0,A risk index summarizing derogatory and non-derogatory source activity for the subject as reported on file within the past 12 months
linka012__tu,0.8457533774252081,0.7495666786973565,0.7514212367461444,-0.0018545580487878,0,Number of unpaid checking account closures for cause in the last 2 years
s064a__tu,0.84587400866042,0.7495727094880563,0.7514212367461444,-0.001848527258088,0,Total placement amount of third party collections
std224__tu,0.8560023965071842,0.7496189639928736,0.7514212367461444,-0.0018022727532707,0,Average total Payment Ratio for Student Loan accounts over the past 12 months
au51a__tu,0.8615860260497702,0.7496361019508487,0.7514212367461444,-0.0017851347952956,0,Terms in months of most recent auto trade
g980s__tu,0.845697053426907,0.7496387023835358,0.7514212367461444,-0.0017825343626085,0,Number of deduped inquiries in past 6 months
g409s__tu,0.8437609229671063,0.7496603426864027,0.7514212367461444,-0.0017608940597416,0,Number of deduped bank inquiries in past 6 months
rvlr24__tu,0.8454940905201145,0.7496665947905228,0.7514212367461444,-0.0017546419556215,0,Bankcard Revolver/Transactor/Inactive pattern for bankcard with fourth highest balance   - month 9 to16
cv05__tu,0.8405770669082276,0.7496703294544883,0.7514212367461444,-0.001750907291656,0,Months since most recent non-medical third party collection occurrence
addrinputproblems__ln,0.8276098038537784,0.7496826123493082,0.7514212367461444,-0.0017386243968361,0,Indicates any problems on file associated with the input address
linka079__tu,0.8523786504699835,0.7496896321343545,0.7514212367461444,-0.0017316046117898,0,Total amount of paid non-sufficient funds in the last 3 years
paymnt11__tu,0.8637222551109067,0.7497090454709309,0.7514212367461444,-0.0017121912752134,0,Number of payments in last 12 months
std222__tu,0.8495589128505587,0.7497105946648721,0.7514212367461444,-0.0017106420812722,0,Average total Payment Ratio for Student Loan accounts over the past 3 months
addrcurrentblockratio__ln,0.8375594105804696,0.7497285971283947,0.7514212367461444,-0.0016926396177496,0,Ratio comparison of property value to block median property value for the current address on subject's file
au20s__tu,0.8636339957981229,0.7497980480460645,0.7514212367461444,-0.0016231887000798,0,Months since oldest auto trade opened
linka072__tu,0.8421168069146314,0.7498288936040021,0.7514212367461444,-0.0015923431421422,0,Number of paid non-sufficient funds in the last 2 years
addrinputtimenewest__ln,0.8423317124254186,0.7498424006386772,0.7514212367461444,-0.0015788361074671,0,Time on file (in months) since the subject was most recently reported at the input address
