feature,AD,PD,LGD,Sum,Eng,App,description
linka015__tu,1,1,0,2,0,0,Number of checking account closures for cause in the last 6 months
rev224__tu,1,1,0,2,0,0,Average total Payment Ratio for Revolving accounts over the past 12 months
evictioncount12month__ln,1,1,0,2,0,0,Total eviction records on subject's file in the last 12 months
fltdowncash__app,0,1,1,2,0,1,Cash Down
s208s__tu,1,1,0,2,0,0,Number of tax liens
au51a__tu,1,0,1,2,0,0,Terms in months of most recent auto trade
criminalnonfelonycount__ln,1,1,0,2,0,0,Total non-felony criminal convictions or sexual offender registry records on subject's file
ENG-vehicle_age,0,1,1,2,1,0,Age of vehicle (years)
us57s__tu,0,1,1,2,0,0,Total past due amount of open unsecured installment trades verified in past 12 months
rt20s__tu,1,1,0,2,0,0,Months since oldest retail trade opened
g206s__tu,1,1,0,2,0,0,Total monthly obligation for joint account verified in past 12 months
ret255__tu,1,1,0,2,0,0,Average Aggregate Excess Payment for Retail accounts over the past 24 months
fltadvance__app,0,1,1,2,0,1,Advance
g051s__tu,1,0,1,2,0,0,Percentage of trades ever delinquent
g990s__tu,1,1,0,2,0,0,Number of deduped inquiries in past 12 months
criminalnonfelonytimenewest__ln,0,1,1,2,0,0,"Time (in months) since most recently recorded non-felony criminal conviction on subject's file
NOTE: This attribute does not include sexual offender registry records"
fi20s__tu,1,0,1,2,0,0,Months since oldest finance installment trade opened
bkc84__tu,1,1,0,2,0,0,Months since a Bankcard trade last exceeded 90% utilization
g303s__tu,1,1,0,2,0,0,Worst rating on revolving trades
linka021__tu,1,0,1,2,0,0,"Number of credit inquiries in the last year.  
These include credit issuance (credit card, secured card, line of credit, revolving credit, and other credit account originations) , auto, payday, utility, and other credit (installment loan, secured loan, short-term installment loan, insurance, and other non-classified credit)"
fr20s__tu,1,0,1,2,0,0,Months since oldest finance revolving trade opened
trv10__tu,1,1,0,2,0,0,Number of months non-mortgage balance decreases last 12 months
bitdebtor__app,1,1,0,2,0,1,Debtor or Codebtor
paymnt11__tu,1,1,0,2,0,0,Number of payments in last 12 months
inquirybanking12month__ln,1,1,0,2,0,0,Indicates subject has one or more LexisNexis banking credit inquiries on file in the last 12 months
s207s__tu,1,1,0,2,0,0,Months since most recent public record bankruptcy
rev225__tu,1,0,1,2,0,0,Average total Payment Ratio for Revolving accounts over the past 24 months
subjectactivityindex06month__ln,1,1,0,2,0,0,A risk index summarizing derogatory and non-derogatory source activity for the subject as reported on file within the past six months
fi36s__tu,1,0,1,2,0,0,Months since most recent finance installment delinquency
addronfilecount__ln,1,0,1,2,0,0,Total number of addresses found on file in subject's address history
at103s__tu,1,1,0,2,0,0,Percentage of satisfactory open trades to all open trades verified in 24 months
derogseverityindex__ln,1,1,0,2,0,0,Index indicating severity of derogatory records on subject's file
au01s__tu,1,0,1,2,0,0,Number of auto trades
balmag01__tu,1,1,0,2,0,0,Non-mortgage balance magnitude algorithm over last 24 months
linka013__tu,1,1,0,2,0,0,Total dollar amount of unpaid checking account closures for cause in the last 4 years
inquirytelcom12month__ln,1,1,0,2,0,0,Indicates subject has one or more LexisNexis telecommunications credit inquiries on file in the last 12 months
linka031__tu,1,1,0,2,0,0,Number of open (unpaid) non-sufficient funds in the last 3 years
trv01__tu,1,1,0,2,0,0,Number of months since overlimit on a bankcard
re01s__tu,1,1,0,2,0,0,Number of revolving trades
bankruptcychapter__ln,1,0,1,2,0,0,"Indicates bankruptcy chapter of most recent bankruptcy case filing on file showing the subject as debtor, if the bankruptcy is a Chapter 7 or Chapter 13 bankruptcy"
au21s__tu,1,1,0,2,0,0,Months since most recent auto trade opened
bankruptcystatus__ln,1,1,0,2,0,0,Indicates status of most recent bankruptcy filing on file showing the subject as debtor
bankruptcytimenewest__ln,1,1,0,2,0,0,Time (in months) since most recent bankruptcy case filing on file showing the subject as debtor
linka006__tu,1,0,1,2,0,0,"Number of total inquiries in the last 3 years.  
These include checking, credit issuance (credit card, secured card, line of credit, revolving credit, and other credit account originations) , auto, payday, utility, and other credit (installment loan, secured loan, short-term installment loan, insurance, and other non-classified credit)"
g106s__tu,1,1,0,2,0,0,Months on file
addrinputtimenewest__ln,1,1,0,2,0,0,Time on file (in months) since the subject was most recently reported at the input address
rvdex01__tu,1,0,0,1,0,0,Annual year-over-year revolving spend index
g403s__tu,1,0,0,1,0,0,Number of deduped mortgage inquiries
at28b__tu,0,1,0,1,0,0,Total credit line of open trades verified in past 12 months (excluding mortgage and home equity)
addrlastmovetaxratiodiff__ln,0,1,0,1,0,0,"Ratio comparing the difference in tax assessed value between the current address and the previous address (current address value divided by the previous address value if both are known) on subject's file, if the move occurred within the last five years"
linkf037__tu,1,0,0,1,0,0,Number of inquiries within last 3 months ONLINE LENDER
rev317__tu,0,1,0,1,0,0,Max Total Open-to-Buy for Revolving accounts over the past 6 months
s207a__tu,0,1,0,1,0,0,Months since most recent tradeline bankruptcy
bitgap__app,0,1,0,1,0,1,Gap tag
linkf208__tu,1,0,0,1,0,0,Total Bad ACH amount in last 6 Months
in28s__tu,0,1,0,1,0,0,Total credit line of open installment trades verified in past 12 months
indexq4__tu,0,1,0,1,0,0,Q4 (Oct - Dec) spend indexed to annual spend
in25s__tu,0,1,0,1,0,0,Number of currently open and satisfactory installment trades 12 months or older
jt28s__tu,0,1,0,1,0,0,Total credit line of open joint trade verified in the past 12 months
addrcurrentdwelltype__ln,0,1,0,1,0,0,Current dwelling type
ret322__tu,0,1,0,1,0,0,Min Total Open-to-Buy for Retail accounts over the past 6 months
paymnt10__tu,0,1,0,1,0,0,Number of payments in last 3 months
g301s__tu,0,1,0,1,0,0,Worst rating on credit card trades
rev319__tu,0,1,0,1,0,0,Max Total Open-to-Buy for Revolving accounts over the past 24 months
agg905__tu,0,1,0,1,0,0,Average aggregate bankcard utilization over last 3 months
linkt002__tu,0,1,0,1,0,0,Number of months at current address
g201a__tu,1,0,0,1,0,0,Total open to buy of open trades verified in past 3 months (excluding installments and mortgages)
alertregulatorycondition__ln,0,1,0,1,0,0,"Indicates subject has an alert on their file that is associated with state or federal regulations, consumer identity conditions, or bankruptcies on file"
rp05s__tu,1,0,0,1,0,0,Total balance of repossession trades
subjectactivityindex03month__ln,0,1,0,1,0,0,A risk index summarizing derogatory and non-derogatory source activity for the subject as reported within the past three months
linka029__tu,0,1,0,1,0,0,Number of checking account inquiries in the last 3 years
bankruptcycount__ln,0,1,0,1,0,0,Number of bankruptcies
jt01s__tu,0,1,0,1,0,0,Number of joint trades
at27s__tu,0,1,0,1,0,0,Number of currently open and satisfactory trades 24 months or older
g099s__tu,0,1,0,1,0,0,Number of public record bankruptcies in past 24 months
addrinputownershipindex__ln,0,1,0,1,0,0,Index indicating subject's ownership level at the input address based on the address property record on file
g414s__tu,1,0,0,1,0,0,Number of deduped auto inquiries in past 12 months
linkf151__tu,1,0,0,1,0,0,Number of distinct cell phones within last 3 months
g405s__tu,1,0,0,1,0,0,Number of deduped finance inquiries in past 6 months
at20s__tu,0,1,0,1,0,0,Months since oldest trade opened
bitdealertrack__app,0,1,0,1,0,1,From Dealertrack
agg908__tu,0,1,0,1,0,0,Max aggregate bankcard balance over last 12 months
addrinputdelivery__ln,1,0,0,1,0,0,Indicates the mail delivery status on file for the input address
linka082__tu,1,0,0,1,0,0,Amount of largest open (unpaid) non-sufficient funds (single check)
sourcenonderogcount03month__ln,1,0,0,1,0,0,Total non-derogatory source types on file for subject reported within the last three months
g095s__tu,0,1,0,1,0,0,Months since most recent public record
linkt007__tu,0,1,0,1,0,0,Months since most recent derogatory public record
g221d__tu,1,0,0,1,0,0,Number of credit card trades verified in the past 12 months that are currently 120 days or more past due
intopenbktype__app,0,1,0,1,0,1,BK Type
au27s__tu,0,1,0,1,0,0,Number of currently open and satisfactory auto trades 24 months or older
std203__tu,1,0,0,1,0,0,Total Payment Ratio for Student Loan accounts over the past 6 months
bc20s__tu,0,1,0,1,0,0,Months since oldest credit card trade opened
bc107s__tu,0,1,0,1,0,0,Number of 30 and 60 days past due ratings on credit card trades
bc36s__tu,0,1,0,1,0,0,Months since most recent credit card delinquency
addrinputmatchindex__ln,0,0,1,1,0,0,Index indicating if the input address matches the current or historical address on file
jt51s__tu,0,0,1,1,0,0,Months since most recent 30+ days past due on a joint trade
jt40s__tu,0,0,1,1,0,0,Number of joint revolving trades
linkf185__tu,0,0,1,1,0,0,Age of newest inquiry ONLINE LENDER
jt02s__tu,0,0,1,1,0,0,Number of open joint trades
g202b__tu,0,0,1,1,0,0,Total open to buy of closed trades verified in past 12 months (excluding installments and mortgages)
all254__tu,0,0,1,1,0,0,Average Aggregate Excess Payment for All accounts over the past 12 months
lm14s__tu,0,0,1,1,0,0,Months since oldest government loan modification on a mortgage trade
ret328__tu,0,0,1,1,0,0,Average Total Open-to-Buy for Retail accounts over the past 24 months
g105s__tu,0,0,1,1,0,0,Months since most recent mortgage inquiry
in09s__tu,0,0,1,1,0,0,Number of installment trades opened in past 24 months
au36s__tu,0,0,1,1,0,0,Months since most recent auto delinquency
au20s__tu,0,0,1,1,0,0,Months since oldest auto trade opened
us01s__tu,0,0,1,1,0,0,Number of unsecured installment trades
addrpreviousdwelltype__ln,0,0,1,1,0,0,Previous dwelling type
std235__tu,0,0,1,1,0,0,Aggregate Excess Payment for Student Loan accounts over the past 24 months
br20s__tu,0,0,1,1,0,0,Months since oldest bank revolving trade opened
bkc122__tu,0,1,0,1,0,0,Number of months in the past 12 months where percentage of Bankcard trades utilized less than 100% was more than 25%
linkf210__tu,0,0,1,1,0,0,Total Bad ACH events
fr02s__tu,0,0,1,1,0,0,Number of open finance revolving trades
linka005__tu,0,0,1,1,0,0,Average number of checks ordered in the last 3 years
g216s__tu,0,0,1,1,0,0,Number of trades with a delinquency of 90 or more days past due since opening a new trade (within past 24 months)
rev201__tu,0,0,1,1,0,0,Total Payment Ratio for Revolving accounts over the past 1 month
per222__tu,0,0,1,1,0,0,Average total Payment Ratio for Personal Loan accounts over the past 3 months
linka047__tu,0,0,1,1,0,0,Number of checking account closures for cause in the last 3 years
bkc326__tu,0,0,1,1,0,0,Average Total Open-to-Buy for Bankcard accounts over the past 6 months
all253__tu,0,0,1,1,0,0,Average Aggregate Excess Payment for All accounts over the past 6 months
ret319__tu,0,0,1,1,0,0,Max Total Open-to-Buy for Retail accounts over the past 24 months
linka046__tu,0,0,1,1,0,0,Number of checking account closures for cause in the last 2 years
cv05__tu,0,0,1,1,0,0,Months since most recent non-medical third party collection occurrence
fr101s__tu,0,0,1,1,0,0,Total balance of all finance revolving trades verified in past 12 months
paymnt05__tu,0,0,1,1,0,0,Total amount of prepayments on installment loans last 12 months
bkc83__tu,0,0,1,1,0,0,Months since a Bankcard trade last exceeded 75% utilization
rev232__tu,0,0,1,1,0,0,Aggregate Excess Payment for Revolving accounts over the past 3 months
rev253__tu,0,0,1,1,0,0,Average Aggregate Excess Payment for Revolving accounts over the past 6 months
of20s__tu,0,0,1,1,0,0,Months since oldest credit union trade opened
jt80s__tu,0,1,0,1,0,0,Number of non-Mortgage and non-Auto joint trades with greater than 75% utilization
rvdexq3__tu,0,1,0,1,0,0,Q3 (Jul - Sep) revolving spend indexed to revolving annual spend
of21s__tu,0,1,0,1,0,0,Months since most recent credit union trade opened
addrcurrentsubjectowned__ln,0,1,0,1,0,0,Subject owns current address
g208s__tu,0,1,0,1,0,0,Percentage of individual debt
linkf197__tu,0,1,0,1,0,0,Total Good ACH events
linka060__tu,0,1,0,1,0,0,Total amount of open (unpaid) non-sufficient funds in the last month
rev204__tu,0,1,0,1,0,0,Total Payment Ratio for Revolving accounts over the past 12 months
assetpropevercount__ln,0,0,1,1,0,0,Total number of real property ever owned based on real property ownership records on subject's file
addrinputphoneservice__ln,0,1,0,1,0,0,Indicates if phone service was found on file for the input address
at35a__tu,0,1,0,1,0,0,Average balance of open trades verified in past 12 months
evictiontimenewest__ln,0,1,0,1,0,0,Time (in months) since most recently recorded eviction on subject's file
revs905__tu,0,1,0,1,0,0,Months since max. revolving monthly spend over last 12 months
g306s__tu,0,1,0,1,0,0,Worst rating on auto trades in past 12 months
rtdexq1__tu,0,1,0,1,0,0,Q1 (Jan - March) retail spend indexed to annual retail spend
ret84__tu,1,0,0,1,0,0,Months since a Retail trade last exceeded 90% utilization
bi20s__tu,0,1,0,1,0,0,Months since oldest bank installment trade opened
addrpreviouslengthofres__ln,0,1,0,1,0,0,Length of residency in previous residence
lienjudgmenttimenewest__ln,0,1,0,1,0,0,"Time (in months) since the most recently recorded lien or judgment on subject's file, excluding evictions"
walshr10__tu,0,1,0,1,0,0,Months since most recent wallet share shift > 50% in last 24 months
fi24s__tu,0,1,0,1,0,0,Number of currently open and satisfactory finance installment trades 6 months or older
agg903__tu,0,1,0,1,0,0,Number of aggregate non-mortgage credit line increases over last 3 months
ret205__tu,0,1,0,1,0,0,Total Payment Ratio for Retail accounts over the past 24 months
at25s__tu,0,1,0,1,0,0,Number of currently open and satisfactory trades 12 months or older
rev315__tu,0,1,0,1,0,0,Number of months since Max Total Open-to-Buy for Revolving accounts
g206b__tu,0,1,0,1,0,0,Total monthly obligation for joint account verified in past 12 months and with a current balance > 0  (ATTR14)
st25s__tu,0,1,0,1,0,0,Number of currently open and satisfactory student loan trades 12 months or older
businessassociationtimeoldest__ln,0,1,0,1,0,0,Time (in months) since a formal business association with the subject first seen on file
g218d__tu,0,1,0,1,0,0,Number of credit card trades verified in the past 12 months that are currently 30 days or more past due
aut205__tu,0,0,1,1,0,0,Total Payment Ratio for Auto accounts over the past 24 months
miles_odometer__app,0,0,1,1,0,1,Miles on vehicle
addrinputproblems__ln,0,0,1,1,0,0,Indicates any problems on file associated with the input address
rp03s__tu,1,0,0,1,0,0,Number of repossession trades in past 24 months
std202__tu,1,0,0,1,0,0,Total Payment Ratio for Student Loan accounts over the past 3 months
g235s__tu,1,0,0,1,0,0,Number of trades opened since most recent delinquency (delinquency search limited to 24 months)
au204s__tu,1,0,0,1,0,0,Number of auto trades that are 90 days or more past due ever
g407s__tu,1,0,0,1,0,0,Number of deduped finance inquiries
linkf147__tu,1,0,0,1,0,0,Number of distinct cell phones within last 18 months
g250c__tu,1,0,0,1,0,0,Number of 30 days past due or worse items in the past 24 months (excluding medical collection items)
s064b__tu,1,0,0,1,0,0,Total placement amount of non-medical third party collections
linkf111__tu,1,0,0,1,0,0,Number of lenders / locations with inquiries within last 6 months
st32s__tu,1,0,0,1,0,0,Maximum balance owed on open student loan trades verified in past 12 months
trv02__tu,1,0,0,1,0,0,Number of months overlimit on a bankcard over last 12 months
linkf087__tu,1,0,0,1,0,0,Number of inquiries within last 9 months
au207s__tu,1,0,0,1,0,0,Number of auto charged-off trades
cv19__tu,1,0,0,1,0,0,Total balance of trades verified in past 3 months
std201__tu,1,0,0,1,0,0,Total Payment Ratio for Student Loan accounts over the past 1 month
g415s__tu,1,0,0,1,0,0,Number of deduped auto inquiries
mt20s__tu,1,0,0,1,0,0,Months since oldest mortgage trade opened
linkf165__tu,1,0,0,1,0,0,Number of distinct home phones within last 18 months
g099a__tu,1,0,0,1,0,0,Number of tradeline bankruptcies verified in past 24 months
au203s__tu,1,0,0,1,0,0,Number of auto trades that are 60 days or more past due in the past 12 months
aut225__tu,1,0,0,1,0,0,Average total Payment Ratio for Auto accounts over the past 24 months
linkf141__tu,1,0,0,1,0,0,Number of distinct bank accounts within last 2 months
std205__tu,1,0,0,1,0,0,Total Payment Ratio for Student Loan accounts over the past 24 months
linkf110__tu,1,0,0,1,0,0,Number of lenders / locations with inquiries within last 3 months
linka009__tu,1,0,0,1,0,0,Number of days since most recent check order
s204s__tu,1,0,0,1,0,0,Total balance of third party collections verified in past 12 months
mt57s__tu,1,0,0,1,0,0,Total past due amount of open mortgage trades verified in past 12 months
trv18__tu,1,0,0,1,0,0,Number of months bankcard credit limit increases last 12 months
co07s__tu,1,0,0,1,0,0,Total balance of trades that charged-off in the past 24 months
s073b__tu,1,0,0,1,0,0,Number of non-medical third party collections with balance > $100
cv04__tu,1,0,0,1,0,0,Months since most recent third party collection occurrence
ret201__tu,1,0,0,1,0,0,Total Payment Ratio for Retail accounts over the past 1 month
g234s__tu,1,0,0,1,0,0,Number of days with inquiry occurring in past 30 days
cv15__tu,1,0,0,1,0,0,Number of deduped auto inquiries
agg902__tu,1,0,0,1,0,0,Number of aggregate non-mortgage balance decreases over last 3 months
linkf177__tu,1,0,0,1,0,0,Number of distinct zip codes within last 2 monthss
linkf139__tu,1,0,0,1,0,0,Number of distinct bank accounts within last 1 month
linka026__tu,1,0,0,1,0,0,Number of payday inquiries in the last 3 years
g001s__tu,1,0,0,1,0,0,Number of 30 days past due ratings in past 12 months
g209s__tu,1,0,0,1,0,0,Months since most recent charged-off trade opened
fltgrossmonthly__income_count,1,0,0,1,0,0,Total income sources (max = 2)
g225s__tu,1,0,0,1,0,0,Total past due amount of currently 90 or more days past due trades
cv21__tu,1,0,0,1,0,0,Total payment amount of trades verified in past 3 months
bkc320__tu,1,0,0,1,0,0,Number of months since Min Total Open-to-Buy for Bankcard accounts
g230s__tu,1,0,0,1,0,0,Number of 60 or more days past due trades (current MOP only) with balance > $0 opened in past 24 months
aut223__tu,1,0,0,1,0,0,Average total Payment Ratio for Auto accounts over the past 6 months
g213a__tu,1,0,0,1,0,0,Highest balance of third party collections verified in 24 months
aut201__tu,1,0,0,1,0,0,Total Payment Ratio for Auto accounts over the past 1 month
rev84__tu,1,0,0,1,0,0,Months since a Revolving trade last exceeded 90% utilization
s004s__tu,1,0,0,1,0,0,Average number of months trades have been on file
s204a__tu,1,0,0,1,0,0,Total balance of non-medical third party collections verified in past 12 months
bc97a__tu,1,0,0,1,0,0,Total open to buy of open credit cards verified in past 3 months
subjectwillingnessindex__ln,1,0,0,1,0,0,Modeled risk index indicating the subject's willingness to fulfill a credit obligation on the basis of recent or historical non-derogatory and derogatory public record activity on file
g207s__tu,1,0,0,1,0,0,Total monthly obligation for all accounts
g960s__tu,1,0,0,1,0,0,Number of deduped inquiries
g213b__tu,1,0,0,1,0,0,Highest balance of non-medical third party collections verified in 24 months
at21s__tu,1,0,0,1,0,0,Months since most recent trade opened
au202s__tu,1,0,0,1,0,0,Number of auto trades that are 60 days or more past due ever
bkc322__tu,1,0,0,1,0,0,Min Total Open-to-Buy for Bankcard accounts over the past 6 months
at101b__tu,1,0,0,1,0,0,Total balance of all trades verified in past 12 months (excluding mortgage and home equity)
au34s__tu,1,0,0,1,0,0,Utilization for open auto trades verified in past 12 months
aggs911__tu,1,0,0,1,0,0,Current Utilization of top-of-wallet bankcard (highest annual spend).
g305s__tu,1,0,0,1,0,0,Worst rating on installment trades
linkf163__tu,1,0,0,1,0,0,Number of distinct email addresses
g304s__tu,1,0,0,1,0,0,Worst rating on installment trades in past 12 months
linka020__tu,1,0,0,1,0,0,"Number of credit inquiries in the last 3 years.  
These include credit issuance (credit card, secured card, line of credit, revolving credit, and other credit account originations) , auto, payday, utility, and other credit (installment loan, secured loan, short-term installment loan, insurance, and other non-classified credit)"
fi34s__tu,1,0,0,1,0,0,Utilization for open finance installment trades verified in past 12 months
g002s__tu,1,0,0,1,0,0,Number of 60 days past due ratings in past 12 months
cv14__tu,1,0,0,1,0,0,Number of deduped inquiries
std223__tu,1,0,0,1,0,0,Average total Payment Ratio for Student Loan accounts over the past 6 months
sourcenonderogcount12month__ln,1,0,0,1,0,0,Total non-derogatory source types on file for subject reported within the last 12 months
assetproppurchasetimeoldest__ln,1,0,0,1,0,0,Time (in months) since earliest recorded real property purchase based on real property ownership records on subject's file
linkf133__tu,1,0,0,1,0,0,Average balance of open trades (including collection)
linkf059__tu,1,0,0,1,0,0,"Number of open, collection or charge-off trade segments STOREFRONT LENDER"
rle904__tu,1,0,0,1,0,0,Amount of over-payments on Real-Estate accounts in the past 6 months
rp01s__tu,1,0,0,1,0,0,Number of repossession trades
inquiryshortterm12month__ln,1,0,0,1,0,0,Indicates subject has one or more LexisNexis personal finance credit inquiries on file in the last 12 months (multiple personal finance inquiries within a 24-hour period are counted as one inquiry)
linkf171__tu,1,0,0,1,0,0,Number of distinct home phones within last 9 months
linkf142__tu,1,0,0,1,0,0,Number of distinct bank accounts within last 3 months
linkf144__tu,1,0,0,1,0,0,Number of distinct bank accounts within last 9 months
linkf143__tu,1,0,0,1,0,0,Number of distinct bank accounts within last 6 months
g226s__tu,1,0,0,1,0,0,Number of 60 or more days past due trades (current MOP only) with balance > $0 opened in past 12 months
of34s__tu,1,0,0,1,0,0,Utilization for open credit union trades verified in past 12 months
linkf003__tu,1,0,0,1,0,0,Number of NSF within last 18 months
assetindex__ln,1,0,0,1,0,0,Modeled risk index indicating the type and relative value of real property and personal property associated with the subject
bkc12__tu,1,0,0,1,0,0,Number of instances where a Bankcard trade was utilized more than 50% in the past 12 months
rev320__tu,1,0,0,1,0,0,Number of months since Min Total Open-to-Buy for Revolving accounts
g406s__tu,1,0,0,1,0,0,Number of deduped finance inquiries in past 12 months
linka066__tu,1,0,0,1,0,0,Total amount of open (unpaid) non-sufficient funds in the last 3 years
linkf061__tu,1,0,0,1,0,0,"Number of closed delinquent, return and collection trade segments within last 12 months STOREFRONT LENDER"
linkf204__tu,1,0,0,1,0,0,Total Bad ACH amount in last 3 Months
educationattendance__ln,1,0,0,1,0,0,Indicates subject attended college based on student directory information on file
assetproppurchasetimenewest__ln,1,0,0,1,0,0,Time (in months) since most recently recorded real property purchase based on real property ownership records on subject's file
assetpropnewestsaleprice__ln,1,0,0,1,0,0,Subject's most recent real property sale price based on real property ownership records on file
linkf002__tu,1,0,0,1,0,0,Number of NSF within last 12 months
linka001__tu,1,0,0,1,0,0,Number of checking account inquiries in the last 3 months
trv06__tu,1,0,0,1,0,0,Number of months non-mortgage balance increases last 12 months
fi101s__tu,1,0,0,1,0,0,Total balance of all finance installment trades verified in past 12 months
linkf084__tu,1,0,0,1,0,0,Number of inquiries within last 2 months
cv02__tu,1,0,0,1,0,0,Months since most recent foreclosure occurrence
g242s__tu,1,0,0,1,0,0,Number of inquiries (includes duplicates) in past 3 months
linka045__tu,1,0,0,1,0,0,Number of checking account closures for cause in the last year
fi01s__tu,1,0,0,1,0,0,Number of finance installment trades
au57s__tu,1,0,0,1,0,0,Total past due amount of open auto trades verified in past 12 months
g220d__tu,1,0,0,1,0,0,Number of credit card trades verified in the past 12 months that are currently 90 days or more past due
g219d__tu,1,0,0,1,0,0,Number of credit card trades verified in the past 12 months that are currently 60 days or more past due
mt01s__tu,1,0,0,1,0,0,Number of mortgage trades
linkf032__tu,1,0,0,1,0,0,Y / N indicator of lender-reported bankruptcy
ret235__tu,1,0,0,1,0,0,Aggregate Excess Payment for Retail accounts over the past 24 months
g212s__tu,1,0,0,1,0,0,Number of charged-off trades opened in past 24 months
subjectabilityindex__ln,1,0,0,1,0,0,"Modeled risk index indicating the subject's ability to fulfill a credit obligation on the basis of their time on file, post-secondary education history, asset ownership, and outstanding financial obligations on file"
linka050__tu,1,0,0,1,0,0,Number of checking account inquiries in the last 6 months
ssnproblems__ln,1,0,0,1,0,0,Indicates problems on file associated with the input SSN
s114s__tu,1,0,0,1,0,0,Number of deduped inquiries in past 6 months (excluding auto and mortgage inquiries)
hi21s__tu,1,0,0,1,0,0,Months since most recent home equity loan trade opened
linka052__tu,1,0,0,1,0,0,Number of checking account inquiries in the last 2 years
bc108s__tu,1,0,0,1,0,0,Number of 90 or more days past due ratings on credit card trades
g404s__tu,1,0,0,1,0,0,Number of deduped finance inquiries in past 3 months
linka051__tu,1,0,0,1,0,0,Number of checking account inquiries in the last year
at01a__tu,1,0,0,1,0,0,Number of authorized user trades
g200s__tu,1,0,0,1,0,0,Percentage of contractually liable debt
fi06s__tu,1,0,0,1,0,0,Number of finance installment trades opened in past 6 months
rev202__tu,1,0,0,1,0,0,Total Payment Ratio for Revolving accounts over the past 3 months
ret231__tu,1,0,0,1,0,0,Aggregate Excess Payment for Retail accounts over the past 1 month
mt21s__tu,1,0,0,1,0,0,Months since most recent mortgage trade opened
linkt009__tu,1,0,0,1,0,0,Number of tradeline bankruptcies
linka039__tu,1,0,0,1,0,0,Number of days since first (oldest) check order
criminalfelonycount__ln,1,0,0,1,0,0,Total felony criminal convictions on subject's file
g418s__tu,1,0,0,1,0,0,Months since most recent auto inquiry
co05s__tu,1,0,0,1,0,0,Total balance of trades that charged-off
rvdex02__tu,1,0,0,1,0,0,Most recent quarter year-over-year revolving spend index
fr21s__tu,0,0,1,1,0,0,Months since most recent finance revolving trade opened
