feature,flt_eval_metric_train,flt_eval_metric_valid,flt_score_to_beat,performance,helped,description
dealerstate__app,0.6981356348974107,0.6998227911481185,0.7031052761441601,-0.0032824849960415,0,Dealer State
fi101s__tu,0.6927541859976339,0.6999713852213905,0.7031052761441601,-0.0031338909227696,0,Total balance of all finance installment trades verified in past 12 months
subjectactivityindex06month__ln,0.6973387422127082,0.7002478334097942,0.7031052761441601,-0.0028574427343658,0,A risk index summarizing derogatory and non-derogatory source activity for the subject as reported on file within the past six months
cv21__tu,0.6950624398078699,0.7002553963204731,0.7031052761441601,-0.002849879823687,0,Total payment amount of trades verified in past 3 months
cv14__tu,0.6934536197930059,0.7004587770142255,0.7031052761441601,-0.0026464991299345,0,Number of deduped inquiries
linkf002__tu,0.6942886167895022,0.7004759722360976,0.7031052761441601,-0.0026293039080624,0,Number of NSF within last 12 months
g251b__tu,0.6925365031565514,0.7006157724365955,0.7031052761441601,-0.0024895037075646,0,Number of 60 days past due or worse items in the past 12 months (excluding medical collection items)
au34s__tu,0.6950633558819109,0.7007876056080128,0.7031052761441601,-0.0023176705361472,0,Utilization for open auto trades verified in past 12 months
rev223__tu,0.6921968951467544,0.7007921057921752,0.7031052761441601,-0.0023131703519848,0,Average total Payment Ratio for Revolving accounts over the past 6 months
agg902__tu,0.6959577286101143,0.7008585870811237,0.7031052761441601,-0.0022466890630363,0,Number of aggregate non-mortgage balance decreases over last 3 months
assetpropsaletimenewest__ln,0.6967382817671371,0.7010469428896339,0.7031052761441601,-0.0020583332545262,0,Time (in months) since subject's most recently recorded real property sale based on real property ownership records on subject's file
fltgrossmonthly__income_sum,0.6999015910172207,0.7010499101312222,0.7031052761441601,-0.0020553660129378,0,Total income
at57s__tu,0.6980507698206213,0.7011156887901807,0.7031052761441601,-0.0019895873539793,0,Total past due amount of open trades verified in past 12 months
linkf172__tu,0.6959213601162554,0.7011187682650873,0.7031052761441601,-0.0019865078790727,0,Number of distinct home phones
s114s__tu,0.7003567006857051,0.7011212197072059,0.7031052761441601,-0.0019840564369542,0,Number of deduped inquiries in past 6 months (excluding auto and mortgage inquiries)
strdealershiptrackertype__app,0.6994411829500803,0.7011508999814582,0.7031052761441601,-0.0019543761627018,0,"Franchise, Independent"
addrinputsubjectcount__ln,0.6982704606507433,0.7011870908707706,0.7031052761441601,-0.0019181852733894,0,"Total number of unique subjects on file currently reported at the input address, if the address has been designated as a single family dwelling unit"
linka021__tu,0.6998656130051066,0.7012064679684672,0.7031052761441601,-0.0018988081756928,0,"Number of credit inquiries in the last year.  
These include credit issuance (credit card, secured card, line of credit, revolving credit, and other credit account originations) , auto, payday, utility, and other credit (installment loan, secured loan, short-term installment loan, insurance, and other non-classified credit)"
rvlr19__tu,0.6933322425915639,0.7012301152306111,0.7031052761441601,-0.001875160913549,0,Bankcard Revolver/Transactor/Inactive pattern for bankcard with second highest balance  - month 17- 24
s207s__tu,0.6978953746738481,0.7012555272126698,0.7031052761441601,-0.0018497489314902,0,Months since most recent public record bankruptcy
mt57s__tu,0.6959835606461787,0.7012621224739659,0.7031052761441601,-0.0018431536701941,0,Total past due amount of open mortgage trades verified in past 12 months
bitdebtor__app,0.7004344511400346,0.7012828820334538,0.7031052761441601,-0.0018223941107062,0,Debtor or Codebtor
g217s__tu,0.6956648606952814,0.7013490272210591,0.7031052761441601,-0.001756248923101,0,Total past due amount of all trades verified in past 12 months
g235s__tu,0.6965977527347617,0.701357239179616,0.7031052761441601,-0.001748036964544,0,Number of trades opened since most recent delinquency (delinquency search limited to 24 months)
linkf061__tu,0.6966917569196277,0.7013668392676708,0.7031052761441601,-0.0017384368764892,0,"Number of closed delinquent, return and collection trade segments within last 12 months STOREFRONT LENDER"
co01s__tu,0.6983339504001044,0.7013709576140117,0.7031052761441601,-0.0017343185301483,0,Number of charged-off trades
linka052__tu,0.6981682549311847,0.7013920898156272,0.7031052761441601,-0.0017131863285329,0,Number of checking account inquiries in the last 2 years
s064b__tu,0.699122292521996,0.7014054544323215,0.7031052761441601,-0.0016998217118385,0,Total placement amount of non-medical third party collections
mt20s__tu,0.7015331484776821,0.7014147310408234,0.7031052761441601,-0.0016905451033366,0,Months since oldest mortgage trade opened
bkc112__tu,0.6961909874906996,0.7014243685102659,0.7031052761441601,-0.0016809076338941,0,Number of months in the past 12 months where percentage of Bankcard trades utilized less than 75% was more than 25%
au51a__tu,0.6984192633783816,0.7014444476775502,0.7031052761441601,-0.0016608284666098,0,Terms in months of most recent auto trade
linkt010__tu,0.6983122697171527,0.7014569530954636,0.7031052761441601,-0.0016483230486964,0,Number of public record bankruptcies 
linka026__tu,0.698582296095079,0.7014768498899739,0.7031052761441601,-0.0016284262541861,0,Number of payday inquiries in the last 3 years
g215b__tu,0.6987869376151221,0.7014774384780744,0.7031052761441601,-0.0016278376660856,0,Number of non-medical third party collections with balance > $0
cv26__tu,0.6979896454801551,0.7014933697760003,0.7031052761441601,-0.0016119063681597,0,Percent of trades from active to inactive status in the past 12 months
g220d__tu,0.6974649946546893,0.7014958857408141,0.7031052761441601,-0.0016093904033459,0,Number of credit card trades verified in the past 12 months that are currently 90 days or more past due
assetindex__ln,0.699198029291185,0.7015045257321819,0.7031052761441601,-0.0016007504119781,0,Modeled risk index indicating the type and relative value of real property and personal property associated with the subject
paymnt11__tu,0.698237057560028,0.7015708773261828,0.7031052761441601,-0.0015343988179772,0,Number of payments in last 12 months
